Email_ID,Email_Type,Subject_Hotness_Score,Email_Source_Type,Customer_Location,Email_Campaign_Type,Total_Past_Communications,Time_Email_sent_Category,Word_Count,Total_Links,Total_Images,Email_Status
EMA00081305898810,1,1.5,1,,2,,2,760,11,0,0
EMA00081306081260,2,0.5,1,,2,51,2,314,6,0,0
EMA00081306103190,1,0,2,G,3,33,2,841,4,2,0
EMA00081306232770,1,0.9,2,B,2,,2,504,14,0,0
EMA00081306391020,1,0,1,,3,32,3,577,6,0,0
EMA00081306490960,1,2.6,2,D,2,20,2,424,11,0,0
EMA00081306513900,1,2.3,2,D,2,16,3,933,11,1,0
EMA00081306585410,1,0.3,1,B,3,51,3,470,14,2,0
EMA00081306604320,2,0.6,1,E,2,14,1,751,6,0,0
EMA00081306733330,2,0,1,G,3,30,1,902,8,7,0
EMA00081306739580,1,2.4,2,G,2,15,2,649,21,17,0
EMA00081306748790,1,0.6,1,G,2,36,2,988,9,0,0
EMA00081306842310,1,1.7,2,,2,15,1,841,6,0,1
EMA00081306906980,1,2.5,2,B,2,15,2,366,6,5,0
EMA00081306949930,1,1.9,2,E,2,25,3,490,16,11,0
EMA00081307277140,1,0.2,1,G,2,33,2,1189,14,0,0
EMA00081307294420,1,2.4,2,D,2,,2,841,6,0,0
EMA00081307352850,1,1.1,2,B,2,,2,1061,10,0,1
EMA00081307427880,1,0.1,1,C,3,26,2,730,9,3,0
EMA00081307510370,1,0.3,1,E,3,40,1,220,11,0,1
EMA00081307630620,1,1.3,2,E,2,10,3,934,6,0,0
EMA00081307666160,2,0.1,1,B,3,13,1,1315,6,0,0
EMA00081307754050,1,0.1,1,G,2,30,2,722,11,0,0
EMA00081307862640,1,0.4,2,,2,37,2,934,16,6,0
EMA00081307868050,1,0.3,1,G,3,43,2,778,13,8,1
EMA00081307877810,1,0.2,2,G,3,34,3,812,29,16,0
EMA00081307890350,1,0.4,2,G,2,41,2,608,11,0,0
EMA00081308004340,1,1.2,1,,2,33,1,484,14,8,0
EMA00081308061460,1,1.3,2,G,2,20,2,922,9,0,0
EMA00081308108730,1,0.5,1,,2,18,2,1288,,5,0
EMA00081308248920,2,0,2,G,3,,1,1140,21,16,0
EMA00081308348550,2,0.2,2,E,3,,2,311,5,1,1
EMA00081308348600,1,1.3,1,F,2,34,1,1014,6,5,0
EMA00081308418110,1,1.7,2,F,2,12,2,1203,,5,0
EMA00081308488860,1,1.9,1,,2,27,2,484,4,0,0
EMA00081308778030,1,2,1,B,2,,3,470,8,6,0
EMA00081308806870,1,2.2,2,C,2,,3,560,23,22,0
EMA00081308864980,1,1.4,1,G,2,40,3,366,11,0,1
EMA00081308869410,1,0,2,A,3,25,1,782,,0,0
EMA00081308883450,1,0.1,2,B,1,0,2,1173,1,0,1
EMA00081308888960,1,1.1,2,D,2,43,2,610,4,1,0
EMA00081309025590,1,0.2,2,D,2,35,2,796,28,23,0
EMA00081309159380,2,0.3,2,E,3,51,2,458,11,2,1
EMA00081309272860,1,1.3,2,E,2,27,1,673,11,10,0
EMA00081309306730,2,1.2,1,E,2,,3,855,4,0,0
EMA00081309366560,2,0.1,1,E,3,52,2,653,8,0,1
EMA00081310119540,2,0.3,1,C,3,28,2,922,4,0,0
EMA00081310153450,2,1.3,1,E,2,10,3,1229,6,2,0
EMA00081310314530,1,2.2,2,,2,,2,1140,11,8,0
EMA00081310315060,2,0.2,1,,2,,2,962,14,3,0
EMA00081310357910,1,0.2,1,G,3,45,2,662,11,3,0
EMA00081310488700,1,0.7,2,,2,29,2,1229,9,0,0
EMA00081310742790,2,1.4,1,,2,20,2,560,21,5,0
EMA00081310886830,2,0,2,C,3,51,3,389,11,0,1
EMA00081310922570,1,0.9,2,G,2,33,2,771,5,0,0
EMA00081310994180,1,1.1,2,G,2,41,2,733,11,4,0
EMA00081311032870,2,0.4,1,B,2,35,2,795,4,0,0
EMA00081311088100,1,2.6,2,G,2,22,1,904,6,0,0
EMA00081311123960,1,3.3,2,E,2,14,2,841,7,2,0
EMA00081311317910,1,0.2,1,C,2,45,3,610,8,0,0
EMA00081311377620,1,2.6,1,D,2,16,3,631,11,10,0
EMA00081311380140,1,0.3,1,B,3,45,3,490,21,2,0
EMA00081311404190,1,0.3,2,D,2,,2,484,6,0,0
EMA00081311495700,2,0.1,2,E,3,17,2,636,2,0,0
EMA00081311551660,1,1.6,2,D,2,7,3,1241,,0,0
EMA00081311691830,1,2.7,2,G,2,24,2,440,5,3,0
EMA00081311725070,1,1.4,2,G,2,,2,392,9,0,0
EMA00081311848590,1,0.8,2,F,2,24,3,1189,18,13,0
EMA00081311854070,1,2,2,F,2,,2,560,9,6,0
EMA00081311984280,1,1.7,2,,2,15,2,827,4,0,0
EMA00081312155420,1,2,1,,2,10,1,841,16,14,0
EMA00081312160940,1,0.3,2,E,3,37,1,1122,19,8,0
EMA00081312185500,1,2.3,1,,2,12,3,868,9,5,0
EMA00081312214240,1,1.8,1,G,2,15,1,542,7,0,0
EMA00081312236920,2,1.8,1,G,2,22,2,1082,8,,0
EMA00081312450710,2,0.3,1,G,3,35,2,518,6,0,0
EMA00081312478060,1,0,1,E,3,53,2,311,16,4,1
EMA00081312628610,2,0.2,1,G,3,51,2,251,5,0,0
EMA00081312733180,2,0.2,1,B,3,36,2,812,11,9,2
EMA00081312748370,1,0.2,2,,2,43,2,934,6,0,0
EMA00081312767880,1,1.6,2,G,2,25,2,542,21,13,0
EMA00081312852440,1,0.2,2,A,2,27,2,704,28,16,0
EMA00081313024990,1,0,2,,3,34,2,713,,0,0
EMA00081313072840,2,0.7,1,G,2,11,2,977,11,9,0
EMA00081313214010,1,2.3,1,G,2,50,2,40,6,0,0
EMA00081313309140,1,2.8,1,,2,33,2,389,3,0,1
EMA00081313331340,1,2.1,2,E,2,18,2,673,11,9,0
EMA00081313348150,1,0.1,1,G,3,43,1,655,4,0,0
EMA00081313426820,1,2.2,2,G,2,12,1,694,8,0,0
EMA00081313434470,2,0.1,1,G,3,43,3,962,6,0,0
EMA00081313460190,2,1.9,1,A,2,30,2,733,11,1,1
EMA00081313516310,1,0.4,1,E,2,17,3,577,10,0,0
EMA00081313623990,1,1.4,1,B,2,40,2,366,5,2,0
EMA00081313643670,1,3,2,A,2,30,1,311,11,2,0
EMA00081313655750,1,2.3,2,G,2,12,2,673,21,9,1
EMA00081313717960,1,0.1,1,G,3,42,3,542,8,4,2
EMA00081313727090,1,0.8,1,C,2,38,1,933,28,20,0
EMA00081313804390,1,0.6,1,G,2,30,2,1122,16,0,0
EMA00081313807580,1,0,1,G,3,48,2,392,21,12,1
EMA00081314053920,1,0.3,1,B,2,30,2,873,9,8,0
EMA00081314090690,2,0.2,1,D,3,39,3,610,6,0,1
EMA00081314194470,1,0.1,1,,2,43,1,904,2,0,0
EMA00081314197530,2,0.2,1,,3,34,2,649,18,16,0
EMA00081314364210,1,0.1,2,,3,,2,470,11,0,0
EMA00081314379860,1,0.1,2,C,3,47,3,721,14,7,0
EMA00081314439900,1,0.2,1,,1,0,1,484,1,0,1
EMA00081314497980,2,0.2,1,E,3,17,3,902,,0,0
EMA00081314620600,1,1.5,1,D,2,19,2,694,18,12,0
EMA00081314647330,1,0.3,1,F,3,,1,424,4,2,1
EMA00081314713200,1,1,1,,2,26,2,1157,11,0,0
EMA00081314719180,1,1.8,2,D,2,24,2,1157,11,0,0
EMA00081314749790,1,2.6,2,,2,10,3,608,7,2,0
EMA00081314807170,1,0.2,2,G,3,24,1,1309,11,0,0
EMA00081314839880,1,2.6,1,G,2,26,2,366,14,0,1
EMA00081314985020,1,0.3,1,C,3,46,2,770,6,0,2
EMA00081315024550,2,3.5,1,F,2,23,2,146,31,20,0
EMA00081315180430,2,0.1,1,E,2,25,2,954,11,4,0
EMA00081315257850,1,1.4,2,D,2,32,2,605,6,0,1
EMA00081315481270,1,1.3,1,G,2,33,3,194,8,5,1
EMA00081315505220,1,2.4,1,,2,,2,458,4,2,1
EMA00081315641940,2,0.1,1,D,3,11,2,987,6,0,0
EMA00081315682110,2,1.9,1,C,2,,2,655,6,0,0
EMA00081315714230,1,0.1,2,E,2,45,1,778,26,7,0
EMA00081315764750,1,0.3,1,G,3,38,1,608,11,9,2
EMA00081315784640,2,0.4,1,,2,40,2,608,31,29,0
EMA00081315794040,1,0.1,1,A,3,38,2,653,8,0,1
EMA00081315853750,1,2.2,2,B,2,23,3,524,5,0,0
EMA00081315936960,1,0,2,G,3,46,3,733,6,0,1
EMA00081316059370,2,0.1,2,E,3,29,2,593,18,14,0
EMA00081316334320,2,0.2,1,F,2,,2,960,3,2,0
EMA00081316349460,2,0.8,1,G,2,14,2,1262,6,0,0
EMA00081316508730,1,0.3,1,F,2,20,2,967,11,6,0
EMA00081316537700,1,2.9,2,,2,10,2,655,6,4,0
EMA00081316592770,1,0.7,1,G,2,25,1,744,16,9,0
EMA00081316711430,1,0.1,1,D,3,43,3,904,11,8,1
EMA00081316870510,1,1.8,1,G,2,38,2,416,6,0,1
EMA00081316875660,1,0.5,2,,2,32,2,760,14,0,0
EMA00081317045630,1,1.9,2,F,2,,2,440,11,0,0
EMA00081317167000,1,2.1,1,E,2,43,2,40,11,1,1
EMA00081317196050,1,3.3,2,G,2,25,2,251,11,3,0
EMA00081317220920,1,0,2,G,3,48,2,520,14,0,1
EMA00081317304230,2,0.4,1,D,2,42,3,524,6,0,0
EMA00081317376150,1,0.2,1,C,2,13,2,987,26,20,0
EMA00081317443690,1,2,2,C,2,25,2,578,5,1,1
EMA00081317517650,1,0.9,1,B,2,56,2,40,11,2,0
EMA00081317527820,1,2.6,1,G,2,29,1,578,11,2,0
EMA00081317552060,1,1,1,G,2,45,2,352,9,0,0
EMA00081317618700,1,1.3,1,F,2,27,3,841,11,5,0
EMA00081317642540,1,0.3,2,G,2,16,2,1229,6,0,0
EMA00081317662710,1,2.4,1,,2,12,2,593,,18,0
EMA00081317752910,1,2.2,2,B,2,10,2,1061,2,0,0
EMA00081317789200,1,2.6,1,E,2,,3,1103,11,7,1
EMA00081317819320,1,4.3,2,E,2,15,2,186,8,3,1
EMA00081317851050,2,0.1,2,,3,27,2,1061,4,0,0
EMA00081317863070,2,0,2,E,3,45,2,678,6,0,0
EMA00081317906970,1,0.3,2,,3,55,3,565,10,0,1
EMA00081317969430,1,0.8,2,G,2,39,3,933,9,0,0
EMA00081317991400,1,2.2,2,,2,27,2,550,9,6,0
EMA00081318075920,2,1.4,1,,2,,2,722,4,2,0
EMA00081318135620,1,0.7,1,G,2,27,1,1189,9,7,0
EMA00081318165550,1,1.1,2,G,2,35,2,605,21,15,1
EMA00081318178410,1,0.8,2,,2,18,2,751,6,0,0
EMA00081318298760,1,2,2,C,2,20,1,684,12,2,0
EMA00081318483180,1,1.7,2,E,2,41,1,519,16,0,0
EMA00081318568920,1,1.5,1,,2,35,2,550,21,3,0
EMA00081318578990,1,0.4,2,E,2,26,2,912,7,2,0
EMA00081318658240,1,2.7,1,F,2,16,2,636,8,2,0
EMA00081318670790,2,0,2,,3,37,1,962,8,5,0
EMA00081318682500,1,1.3,1,,2,22,3,630,8,0,0
EMA00081318700270,2,2.2,1,C,2,10,1,524,11,4,0
EMA00081318759990,1,0.7,1,F,2,30,2,744,16,0,0
EMA00081318765010,1,1.9,1,D,2,31,1,542,21,6,0
EMA00081318878190,1,0.1,1,D,3,,3,1082,8,1,1
EMA00081318962710,1,1,2,C,2,13,3,1229,9,0,0
EMA00081319048920,1,0.1,2,D,2,43,2,934,11,8,0
EMA00081319095310,1,0.3,2,,3,15,2,1271,4,0,0
EMA00081319185680,1,1.6,1,,2,32,2,700,11,5,0
EMA00081319244090,2,3.1,1,G,2,6,2,694,6,0,0
EMA00081319326390,1,1.5,1,A,2,19,2,1216,6,0,0
EMA00081319438110,2,3.2,1,G,2,12,1,275,14,3,0
EMA00081319467290,1,2,2,D,2,24,2,636,8,3,0
EMA00081319479920,1,1.5,2,G,2,27,3,655,24,5,0
EMA00081319869520,1,1.6,1,B,2,22,2,760,16,0,0
EMA00081319933160,1,1.2,2,D,2,23,2,673,6,0,0
EMA00081320141940,1,1,2,G,2,46,3,389,5,0,0
EMA00081320265350,2,0.8,1,D,2,48,2,610,4,2,0
EMA00081320273220,1,1.9,1,G,2,29,1,934,18,13,0
EMA00081320354960,2,0.1,1,B,3,30,2,593,11,0,1
EMA00081320428400,1,1.9,2,G,2,31,2,518,8,1,0
EMA00081320604750,1,1.9,2,E,2,30,2,339,8,0,0
EMA00081320656390,1,2.7,2,G,2,12,3,608,4,3,1
EMA00081320779000,2,0,1,,3,52,1,655,4,0,0
EMA00081320795140,2,0.1,1,,3,36,3,855,2,0,0
EMA00081320893180,1,0.2,2,G,3,24,2,1229,11,0,1
EMA00081320921660,2,0.9,1,,2,,1,253,5,1,0
EMA00081321105790,1,1.2,2,,2,23,1,593,14,0,0
EMA00081321162200,2,0.9,1,A,2,34,2,1060,26,22,0
EMA00081321212310,1,1.7,2,D,2,,2,796,14,4,0
EMA00081321425450,1,1.9,1,C,2,21,2,778,18,13,0
EMA00081321460000,1,0.3,1,,2,20,2,470,8,0,0
EMA00081321581170,1,1.5,2,C,2,24,3,636,26,17,0
EMA00081321773330,1,0.1,1,G,3,55,2,694,11,5,1
EMA00081321845130,1,2.4,2,,2,12,1,741,7,0,0
EMA00081321912150,2,0.2,1,G,3,47,2,630,14,9,0
EMA00081321958080,2,1.4,1,E,2,15,1,67,6,1,0
EMA00081322033250,1,1.5,2,E,2,17,2,684,7,0,0
EMA00081322204020,1,2.4,2,B,2,23,2,504,6,0,0
EMA00081322414060,2,0.6,1,B,2,43,3,550,14,10,0
EMA00081322517770,1,1.6,1,D,2,28,1,771,3,0,0
EMA00081322553290,1,1.3,2,F,2,17,2,1173,41,27,0
EMA00081322618690,2,0,1,G,3,20,1,1216,21,10,0
EMA00081322625160,1,1.9,2,G,2,14,1,912,14,9,0
EMA00081322663860,2,0.7,1,G,2,25,1,623,3,0,0
EMA00081322824650,2,0.6,1,C,2,18,1,1316,11,0,0
EMA00081323078680,1,0.3,2,,3,41,2,934,8,0,1
EMA00081323147880,2,1.2,1,G,2,9,2,737,4,0,0
EMA00081323183170,2,0.3,2,D,3,53,2,610,4,0,0
EMA00081323218630,2,1.4,1,,2,25,3,311,9,0,1
EMA00081323232520,1,0.1,1,G,3,,1,778,14,4,0
EMA00081323359210,1,0,1,F,3,32,2,662,8,0,1
EMA00081323466080,1,2.4,2,G,2,17,2,1082,14,0,0
EMA00081323699680,1,2.2,2,C,2,30,1,416,8,0,1
EMA00081323703420,2,0.2,1,,3,,3,649,8,0,0
EMA00081323767680,1,0.2,2,G,3,34,2,673,11,0,1
EMA00081323819040,1,0.2,1,,3,50,2,79,6,0,0
EMA00081323919620,1,0.2,2,B,3,49,3,873,11,6,1
EMA00081323941560,2,2.4,1,F,2,16,2,741,4,0,0
EMA00081323950340,1,1.6,1,G,2,17,3,694,14,0,0
EMA00081323989500,1,0.1,2,G,3,,2,187,4,0,0
EMA00081324016870,2,0.3,2,G,3,23,2,939,7,0,0
EMA00081324140980,1,0,1,E,3,18,1,649,8,0,0
EMA00081324181190,1,0.5,2,D,2,,3,922,11,9,0
EMA00081324302870,1,1.1,1,C,2,51,2,311,31,29,0
EMA00081324403950,1,0,2,C,3,41,2,796,12,0,0
EMA00081324447380,1,2.2,2,D,2,25,3,778,6,0,0
EMA00081324761280,1,0.4,2,E,2,42,3,806,8,0,0
EMA00081324881470,1,1.7,2,G,2,14,3,1157,16,7,0
EMA00081324967730,1,3.2,2,G,2,14,2,542,5,0,0
EMA00081325052670,1,1.7,2,E,2,40,3,282,6,0,1
EMA00081325083470,1,1.3,2,E,2,,2,934,11,6,0
EMA00081325097330,1,0,2,D,3,25,2,1140,9,0,0
EMA00081325113060,1,1.2,1,E,2,14,2,730,16,12,0
EMA00081325199960,1,1.6,1,G,2,31,1,560,14,11,0
EMA00081325332610,2,2.1,1,C,2,21,2,795,4,1,0
EMA00081325420250,1,3.1,1,G,2,22,2,458,9,0,0
EMA00081325646890,1,0.7,1,C,2,24,1,902,,4,0
EMA00081325698480,2,0.5,1,G,2,21,1,744,9,3,0
EMA00081325775220,2,1.3,1,D,2,19,1,623,16,1,0
EMA00081325854820,1,0.3,2,E,3,30,2,946,9,8,0
EMA00081325930750,1,0,1,G,3,50,1,424,5,0,1
EMA00081325950090,1,0.4,2,,2,30,2,912,16,10,0
EMA00081326066990,1,0.1,2,B,3,20,2,730,6,0,0
EMA00081326147590,1,0.4,1,G,2,46,2,655,8,0,0
EMA00081326398880,1,1.7,1,E,2,34,1,770,21,6,0
EMA00081326456250,2,0.2,2,G,3,20,2,1280,19,15,0
EMA00081326481500,1,0.7,2,,2,22,3,1189,16,6,0
EMA00081326574360,2,1.6,1,E,2,11,2,912,6,0,0
EMA00081326624790,1,1.7,2,E,2,15,2,662,31,17,0
EMA00081326631690,1,3.7,2,G,2,16,2,352,21,19,0
EMA00081326655230,1,1.1,1,D,2,40,3,524,11,9,0
EMA00081326656140,1,4.1,1,C,2,,2,251,4,0,0
EMA00081326727000,1,0,1,E,3,46,3,700,4,0,1
EMA00081326805060,1,0.5,1,,2,32,2,827,14,0,0
EMA00081326878610,2,3.4,1,G,2,12,1,605,14,8,0
EMA00081326931750,1,1.9,2,F,2,22,2,1038,11,2,0
EMA00081326970350,2,0.2,2,G,3,,2,855,,0,2
EMA00081326971460,1,2.1,1,E,2,38,2,275,11,1,0
EMA00081326980320,1,0,2,G,3,50,2,934,5,0,0
EMA00081327003910,2,0.2,1,C,3,45,2,605,21,20,0
EMA00081327016950,2,0.7,1,G,2,,3,1173,11,0,0
EMA00081327027790,1,0.6,1,,2,44,1,653,21,5,0
EMA00081327035570,1,1.5,2,D,2,,2,880,19,0,0
EMA00081327481840,1,0,2,F,2,28,3,1140,6,0,0
EMA00081327503690,2,0,1,G,3,29,2,904,11,6,0
EMA00081327590850,1,1.3,2,,2,30,2,560,11,4,1
EMA00081327728970,1,0.3,1,G,3,60,2,653,6,5,1
EMA00081327746340,1,0,1,F,3,37,1,812,11,2,1
EMA00081327901310,1,0.1,2,E,3,54,2,50,6,0,0
EMA00081327955160,2,0.1,2,G,3,,2,518,9,5,0
EMA00081327959110,1,0.1,2,F,3,43,2,1038,16,,0
EMA00081328030990,1,0.5,2,B,2,34,2,649,9,8,0
EMA00081328041880,1,3.2,2,C,2,11,2,873,15,0,0
EMA00081328086390,1,0.1,2,E,2,41,2,796,6,5,0
EMA00081328094630,2,0.3,1,G,3,19,2,778,11,4,0
EMA00081328185660,1,0.4,2,D,2,39,3,904,14,0,0
EMA00081328202300,2,0.1,1,G,3,23,2,649,11,3,1
EMA00081328222420,1,1.9,2,D,2,20,2,623,6,1,0
EMA00081328291950,2,0,1,E,3,22,2,1271,14,3,0
EMA00081328353160,1,1.2,2,,2,15,2,902,11,0,0
EMA00081328364190,1,1.9,1,C,2,32,3,578,11,0,0
EMA00081328395280,1,3,1,,2,25,2,873,8,0,0
EMA00081328483500,1,3.1,1,G,2,15,2,440,11,7,0
EMA00081328489850,2,2.3,1,,2,18,3,608,4,0,0
EMA00081328625500,1,0.3,2,,2,30,1,1173,31,15,0
EMA00081328794490,1,1.2,1,G,2,40,2,190,6,0,1
EMA00081328809180,2,1.6,1,B,2,30,1,389,6,1,0
EMA00081328823610,1,0,1,,3,66,2,233,8,0,0
EMA00081329058610,1,0.2,2,,3,19,2,704,6,0,0
EMA00081329071750,1,0.9,1,B,2,,3,880,16,3,0
EMA00081329152600,1,0.3,2,B,3,15,1,842,11,10,0
EMA00081329342410,1,2,2,,2,34,2,694,9,0,0
EMA00081329393770,1,0.1,1,G,2,35,2,795,21,11,0
EMA00081329447930,2,0.2,2,C,3,16,2,1203,11,0,0
EMA00081329479950,2,0.2,1,E,3,13,2,1014,6,0,0
EMA00081329622950,2,0.2,2,G,3,23,3,966,11,0,0
EMA00081329659220,1,0.1,2,A,2,47,2,419,6,0,0
EMA00081329730530,1,0.8,2,,2,17,3,902,11,3,0
EMA00081329803910,1,0.3,1,E,3,45,2,694,21,12,1
EMA00081329871950,1,0.1,2,G,3,20,2,960,9,0,0
EMA00081330010010,2,0.3,1,C,3,44,1,962,8,0,1
EMA00081330080580,1,2.2,1,G,2,,1,366,11,7,0
EMA00081330088850,1,1.5,1,A,2,29,3,593,16,3,0
EMA00081330153170,2,0,2,C,3,39,2,962,5,0,0
EMA00081330283440,2,0,2,C,3,20,2,636,4,0,0
EMA00081330387040,1,0.2,1,D,3,35,2,1203,11,1,0
EMA00081330453800,2,0.1,1,D,2,33,2,873,6,0,1
EMA00081330520400,2,0.2,2,E,3,38,2,311,6,0,1
EMA00081330595590,1,2.7,2,D,2,20,2,520,14,11,0
EMA00081330612700,2,0.6,1,D,2,23,3,1140,14,4,0
EMA00081330923230,1,1.6,2,G,2,18,3,713,36,28,0
EMA00081331052250,1,0.5,1,D,2,,1,1038,16,0,0
EMA00081331128730,1,1.8,1,G,2,30,2,392,6,0,0
EMA00081331142410,1,0.3,1,,3,40,1,521,11,8,1
EMA00081331149830,1,1.9,1,F,2,18,2,194,6,0,1
EMA00081331212650,1,0.1,2,,3,,1,1316,26,7,0
EMA00081331347490,2,0.3,1,E,3,23,1,757,6,1,1
EMA00081331409320,1,0.2,2,F,3,14,2,778,6,1,0
EMA00081331629440,2,1.3,1,G,2,31,1,796,4,0,0
EMA00081331993790,1,0.1,2,G,3,40,2,760,13,3,0
EMA00081332003050,2,0.2,1,,3,,2,721,6,0,0
EMA00081332143370,1,1.2,2,E,2,,2,771,6,2,0
EMA00081332224780,2,0.8,1,E,2,30,2,524,6,2,0
EMA00081332352200,1,0.2,1,C,3,31,3,366,,0,0
EMA00081332570790,1,0,2,D,3,66,3,253,4,0,0
EMA00081332733490,2,0,1,F,3,36,2,1103,16,1,1
EMA00081332820300,1,2.2,1,E,2,21,3,1014,8,0,0
EMA00081332848380,2,0.7,1,G,2,26,2,855,16,7,0
EMA00081332889710,1,2,1,,2,19,2,1082,9,0,0
EMA00081332926530,1,1.4,1,G,2,23,1,855,18,11,0
EMA00081332976110,1,2.1,2,G,2,,1,251,9,0,0
EMA00081333077540,2,0.3,1,C,2,38,2,504,11,1,1
EMA00081333316010,1,2.5,2,G,2,10,2,1060,11,9,0
EMA00081333316560,1,2.8,1,D,2,17,1,721,14,7,0
EMA00081333430020,1,1.9,2,E,2,9,3,795,7,2,0
EMA00081333535860,2,0,1,G,3,55,3,51,11,0,0
EMA00081333687990,1,1.7,2,G,2,22,2,741,11,0,1
EMA00081333813600,1,0.4,1,B,2,50,2,484,14,0,0
EMA00081333833920,2,0.1,2,,3,44,3,721,11,0,1
EMA00081333872450,1,1,1,,2,34,2,873,4,0,0
EMA00081334020480,1,3,1,,2,20,2,339,4,0,0
EMA00081334179780,1,0,1,G,3,27,2,1173,5,0,0
EMA00081334362600,1,1.8,1,D,2,7,2,1122,4,1,0
EMA00081334399270,2,0.1,1,C,3,20,1,988,6,0,1
EMA00081334476190,2,0.2,2,G,3,6,3,1173,3,0,0
EMA00081334500570,1,3,2,D,2,11,1,593,19,11,0
EMA00081334592810,2,0.3,2,E,1,0,3,339,1,0,1
EMA00081334814540,1,1.8,1,B,2,22,3,1038,16,9,0
EMA00081334845570,2,0.3,1,G,2,40,2,251,4,0,0
EMA00081334931430,2,1.5,1,G,2,25,2,577,4,3,0
EMA00081335044490,1,1.1,2,,2,25,1,608,11,0,0
EMA00081335107600,1,0.3,1,D,2,39,1,771,4,0,0
EMA00081335271790,1,0.1,2,E,3,17,1,892,4,0,0
EMA00081335403320,2,0.2,1,E,2,33,1,868,31,23,2
EMA00081335430810,2,0.1,1,G,3,24,2,782,11,9,0
EMA00081335444620,1,0.1,2,G,3,,1,504,11,0,2
EMA00081335521550,1,0.3,1,,3,,2,842,11,10,0
EMA00081335635190,1,0.1,1,E,3,10,3,773,6,0,0
EMA00081335770500,2,0.3,2,A,3,44,2,653,6,0,1
EMA00081335961940,1,1.6,1,C,2,36,3,550,9,6,1
EMA00081335976060,1,1.3,2,A,2,25,2,1038,11,9,0
EMA00081336258580,1,1.7,1,,2,21,2,661,21,5,0
EMA00081336262970,1,0.1,1,,2,35,2,841,31,28,0
EMA00081336312260,1,0.8,1,G,2,24,2,704,11,0,0
EMA00081336386680,2,0.1,1,G,2,39,3,962,8,0,0
EMA00081336413570,1,0.1,1,G,3,43,3,678,8,0,2
EMA00081336559740,2,0.2,2,B,3,21,3,966,14,4,0
EMA00081336615410,1,3.7,1,G,2,,1,440,2,0,0
EMA00081336619130,1,0,2,G,3,21,1,700,9,5,0
EMA00081336761300,2,0.1,2,D,3,26,2,946,11,0,0
EMA00081336820130,1,2,2,C,2,,3,1203,4,0,0
EMA00081336915290,2,0.3,1,G,3,,2,1122,11,0,1
EMA00081337043910,2,2.2,1,G,2,18,2,520,4,0,0
EMA00081337122280,1,0.3,1,F,3,45,2,840,14,6,0
EMA00081337129130,2,3,1,G,2,,2,282,6,0,0
EMA00081337144780,2,0.5,1,C,2,30,2,560,6,0,2
EMA00081337187160,1,0.2,1,G,3,51,2,550,41,32,0
EMA00081337214800,1,0.3,1,C,3,39,3,873,9,0,0
EMA00081337295800,1,0.3,1,G,3,30,3,1262,11,0,0
EMA00081337450400,1,0.3,2,,2,25,2,922,19,17,0
EMA00081337592140,1,0.4,2,G,2,35,1,623,7,0,0
EMA00081337650420,1,1.4,2,,2,34,2,771,9,0,0
EMA00081337761780,1,1.1,2,,2,36,2,578,13,12,0
EMA00081337789320,2,0.2,2,,3,50,1,490,6,0,1
EMA00081337823560,1,1.3,1,G,2,30,1,565,11,0,0
EMA00081337838520,2,0,1,E,3,50,2,339,6,4,2
EMA00081337840500,2,0.3,1,,3,23,2,462,11,1,0
EMA00081337997490,1,0.9,2,G,2,17,2,737,21,3,0
EMA00081338009000,2,0.1,1,,2,29,2,593,8,4,0
EMA00081338031200,2,0.3,1,A,2,,1,934,11,6,0
EMA00081338051030,1,2.2,1,,2,20,2,470,3,0,0
EMA00081338057300,1,2.9,1,F,2,15,2,655,8,0,0
EMA00081338245100,1,3.1,2,E,2,18,2,700,11,6,0
EMA00081338267360,2,0.2,1,E,3,46,2,542,9,0,0
EMA00081338422400,2,0,1,G,3,7,2,789,8,0,0
EMA00081338438040,2,0.1,2,A,3,25,1,966,21,20,0
EMA00081338486070,1,0.2,2,G,2,35,2,812,9,0,0
EMA00081338553210,1,0.4,2,B,2,44,2,440,11,0,0
EMA00081338699080,1,2.9,2,G,2,10,3,99,11,4,0
EMA00081338793570,1,0.7,2,G,2,26,2,713,6,0,0
EMA00081338980380,2,0,2,G,3,,2,520,4,0,0
EMA00081339011810,1,0.2,1,G,3,20,1,773,,7,1
EMA00081339174320,1,0.1,2,G,2,38,2,636,23,8,0
EMA00081339246540,1,0.5,1,C,2,48,2,470,21,5,1
EMA00081339442050,1,1.8,2,F,2,40,1,470,6,0,0
EMA00081339475990,1,3,1,G,2,17,2,542,21,17,0
EMA00081339476800,2,0.2,2,G,1,0,2,51,1,0,1
EMA00081339505330,1,2.3,2,G,2,13,3,79,28,20,1
EMA00081339586460,2,0,1,G,3,27,1,741,9,0,0
EMA00081339699210,2,0.3,1,B,3,20,3,524,6,0,1
EMA00081339888200,1,2.5,1,F,2,23,2,524,14,0,0
EMA00081339888760,2,0.1,2,D,3,19,2,773,9,0,0
EMA00081339902790,1,0.2,2,F,3,43,2,778,6,0,0
EMA00081339925530,2,0.1,1,,3,51,1,565,,5,0
EMA00081339994300,1,1.1,2,G,2,38,3,504,8,0,0
EMA00081340159870,1,0.3,2,E,3,54,2,462,9,0,0
EMA00081340218370,1,3.2,2,E,2,22,1,419,3,0,0
EMA00081340238170,1,1.2,2,,2,20,3,922,14,6,0
